13,"병실료는 하루에 얼마인가요?","
				
        기준병실인지 상급병실인지에 따라 다릅니다. 기준병실은 다인용 병실(5인실)을 말하며 기준병실료가 적용되고 보험적용이 됩니다.
상급병실은 기준병실을 제외한 병실로 기준병실료에 상급병실차액이 부과됩니다.
자세한 사항은 입원원무과 담당자에게 문의하시면 됩니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3223&page=2&SearchField=&SearchWord=&rnum=16&orderBy=open_date DESC또는
"
14,"병원을 직접 방문하지 않고 진료비를 납부할 수 있는 방법은 없는지요?","
				
        진료비를 직접 방문해서 납부하기 어려울 경우에는 계좌번호(우리은행126-150585-13-443 예금주:연세의료원)로 무통장 입금하시면 되며¸ 입금하실 때 환자의 성명을 기재하여 주시기 바랍니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3229&page=1&SearchField=&SearchWord=&rnum=12&orderBy=open_date DESC또는
"
15,"비만증이 있습니다¸ 운동을 하면 좋다고 하는데 어떤 점이 좋은가요?","비만은 체지방이 정상인에 비해 높은 것을 말합니다.비만인 사람이 운동을 하게되면 우선 축적된 체지방을 이용하기 때문에 체지방량이 감소하고 동시에 제지방량이 증가하게 되어 체중을 줄이는데 효과적입니다.운동의 효과는 심장의 기능과 폐기능을 향상시키고 비만에 의한 높은 혈압을 개선시키고 혈관의 탄력성을 높여 혈전증이나 동맥경화증을 예방하는데 효과적입니다. 그리고 전신운동은 큰 근육을 이용하기 때문에 모세혈관이 발달하고 산소를 공급하는 헤모글로빈 양을 증가시켜 에너지원인 글리코겐을 증가시켜 근력을 향상시킵니다.또한 정서적으로 안정되며 불안감이나 스트레스를 해소시켜 주며 숙면을 취하는데 도움을 주고 생활의 활력소를 높여주며 삶의 질을 높일 수 있습니다. 전신운동으로는 걷기¸ 가벼운 조깅¸ 고정된 자전거¸ 수영이 좋습니다.단¸ 비만한 경우 체중부담으로 인한 관절의 무리가 있을 수 있으므로 중증도의 조깅이나 중량 운동은 되도록 피하시는 것이 좋으며 관절에 무리가 있다면 수영을 하시는 편이 좋습니다.","http://sev.iseverance.com/health/health_reserve/faq/view.asp?con_no=5751&page=1&SearchField=&SearchWord=&rnum=7&orderBy=open_date DESC
"
16,"산재승인을 받은 환자입니다. 세브란스병원으로 옮기고 싶은데 진료비는 어떻게 되는지요?","
				
        세브란스병원은 산재지정요양기관이 아닙니다. 진료를 받으실 수는 있지만 진료비는 전액 환자가 부담하신 후¸ 근로복지공단에 직접 청구하셔야 합니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3232&page=1&SearchField=&SearchWord=&rnum=9&orderBy=open_date DESC또는
"
17,선택진료란?,"
				
        선택진료란?

선택진료란 전문의 면허 취득후 10년 이상된 의사¸ 대학병원의 경우는 조교수 이상의 의사를 선택하여 진료를 받는 제도입니다. 
선택진료는 본인의 신청에 의하며 진찰¸ 마취¸ 수술¸ 검사¸ 정신요법¸ 방사선진단 및 치료 등의 항목별로 보험수가 기준액의 100%이내(보건복지부고시)에서 선택진료비를 본인이 부담합니다.

선택진료 산정기준


선택진료 산정기준







진찰료
기본 진찰료의 55%


입원료
20%


영상진단
진료 수가 기준
25%


방사선 치료
50%


혈관 촬영
100%


검사 및 정신요법료
50%(심층분석료 100%)


마취¸ 처치¸ 수술료
100%




			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=40351&page=1&SearchField=&SearchWord=&rnum=1&orderBy=open_date DESC또는
"
18,"세브란스 외래 내원환자 고객인정정보변경 이메일 보내는 방법","
				
        세브란스 홈페이지중 외래이용안내/고객정보변경안내에 자세한 내용이 있습니다.
고객정보변경안내 바로가기

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=5933&page=1&SearchField=&SearchWord=&rnum=3&orderBy=open_date DESC또는
"
19,"수면내시경 검사를 받을 수 있습니까? ","예 가능합니다.수면내시경은 마취를 해서 검사를 하는 것이 아니라 수면 유도하에 약간 몽롱한 상태에 시행하는 검사입니다. 그리고¸ 안전을 위해 수진자의 나이가 70세이상인 분들은 시행하지 않고 있으며¸ 수면내시경 검사후에는 자가운전 및 기계조작 등을 금합니다.또한¸ 수면내시경 검사시 반드시 보호자 및 제3자를 동반하셔야 합니다.","http://sev.iseverance.com/health/health_reserve/faq/view.asp?con_no=5384&page=1&SearchField=&SearchWord=&rnum=3&orderBy=open_date DESC
"
20,"수술은 언제 받을수 있나요?","
				
        입원결정 시 또는 입원 후 담당주치의가 수술일정에 대하여 설명해 드립니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3218&page=2&SearchField=&SearchWord=&rnum=21&orderBy=open_date DESC또는
"
21,"어느 진료과를 가야하는지 모르세요 ?어느 진료과를 가야하는지 모르세요 ?","
				
        어느 진료과를 가야하는지 모르세요 ?
2228-5130~2(고객안내센터) 또는 전화예약센터(2227¸ 8-1004)로 전화하여 진료상담을 받으시기 바랍니다.
고객안내센터 운영시간

    평 일 08:30~17:30
    토요일 08:30~12:30

전화예약센터 운영시간

    평 일 08:00~18:00
    토요일 08:00~13:00


			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=1669&page=3&SearchField=&SearchWord=&rnum=37&orderBy=open_date DESC또는
"
22,"예약 없이 당일 진료가 가능한가요 ?예약 없이 당일 진료가 가능한가요 ?","
				
        예약 없이 당일 진료가 가능한가요 ?
예약 없이 당일 내원하는 경우에도 진료는 가능합니다. 그러나 대기시간이 길어질 수 있으며¸ 일부 진료과는 부득이 진료를 못 받을 경우가 생길 수 있습니다. 당일진료 가능여부를 전화예약센터 또는 해당 진료과로 전화하시어 확인하시기 바랍니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=1672&page=3&SearchField=&SearchWord=&rnum=35&orderBy=open_date DESC또는
"
23,"예약은 어떻게 해야 합니까 ?예약은 어떻게 해야 합니까 ?","
				
        예약은 어떻게 해야 합니까 ?
진료예약은 전화예약센터를 이용하는 방법¸ 해당 진료과로 전화하여 예약하는 방법¸ 홈페이지상 온라인예약을 하는 방법¸ 내원하여 예약하는 방법이 있습니다.

    02-1599-1004(전화예약센터)에서 전화예약 가능한 진료과는 아래와 같습니다.
    세브란스병원 산하 모든 진료과 전화예약 가능합니다.
    위의 진료과 이외의 예약은 해당 진료과로 전화하여 예약합니다.
    외래진료시간표의 해당 과별 전화번호를 참조하시기 바랍니다.
    내원예약은 해당 진료과 접수로 가셔서 예약합니다.
    온라인예약 절차는 다음과 같습니다.
    세브란스병원 홈페이지 접속 → 세브란스병원 회원 가입 → 홈페이지 진료예약 화면 → 원하는 진료과 / 진료의사 / 일시지정 진료예약 → 내원 확인 서비스 → 내원 / 진료


			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=1670&page=3&SearchField=&SearchWord=&rnum=36&orderBy=open_date DESC또는
"
24,"외국에 나갈 비자 신체검사나 입사용 신체검사도 가능한가요? ","저희 검진센터에서는 신체검사를 시행하지 않습니다.비자 신체검사는 신촌세브란스병원 국제진료센터(02-2228-5808)에서 시행합니다.?국제진료센터-비자신체검사?바로가기입사용 신체검사는 신촌세브란스병원 내과 신체검사실(1599-1004)에서 시행합니다.?","http://sev.iseverance.com/health/health_reserve/faq/view.asp?con_no=5387&page=1&SearchField=&SearchWord=&rnum=12&orderBy=open_date DESC
"
25,"외래진료를 받지 않고 바로 입원할 수 있나요?","
				
        입원을 하기 위해서는 외래(응급환자의 경우 응급실)로 내원하여 담당의사의 진료를 받으신 후¸ 담당의사가 입원진료 필요하다고 판단하여 입원 결정을 한 경우에 입원할 수 있습니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3210&page=2&SearchField=&SearchWord=&rnum=28&orderBy=open_date DESC또는
"
26,"외출·외박할 때¸ 어떤 절차가 필요하나요?","
				
        외출·외박 시에는 신청서를 작성하고¸ 주치의 허락을 받으신 후 미납된 중간진료비는 완납하셔야 합니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3235&page=1&SearchField=&SearchWord=&rnum=7&orderBy=open_date DESC
"
27,"요양급여의뢰서란 무엇입니까 ?","
				
        세브란스병원은 종합전문요양기관으로서 국민건강보험 요양급여기준에 의하여 병 의원 등에서 발급한 요양급여의뢰서(또는 건강검진결과서)를 제출하셔야만 건강보험 혜택을 받으실 수 있습니다. 단¸

    응급환자인 경우
    분만의 경우
    치과에서 진료를 받는 경우
    장애인복지법 제29조의 규정에 의한 등록 장애인 또는 단순 물리치료가 아닌 작업치료·운동치료 등의 재활치료가 필요하다고 인정되는 분이 재활의학과에서 진료를 받는 경우
    가정의학과에서 진료를 받는 경우
    혈우병으로 진료를 받는 경우에는 요양급여의뢰서 없이도 건강보험 혜택을 받으실 수 있습니다.

위의 요양급여절차를 지키지 않아 요양급여의뢰서를 제출하지 못하신 경우에는 보험수가 전액을 본인이 부담하셔야 합니다.
예) 진료비 10¸000원이 발생할 때 요양급여의뢰서를 제출하지 않으시면 10¸000원을 본인이 전액부담하셔야 하며¸ 요양 급여의뢰서를 제출하시면 5¸000원은 본인이 부담하시고 나머지 5¸000원은 보험공단이 부담하게 됩니다. (진찰료는 본인이 전액 부담하십니다.)

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=2452&page=3&SearchField=&SearchWord=&rnum=33&orderBy=open_date DESC또는
"
28,"위내시경검사를 받으면 다른사람의 병을 옮는다는데? ","저희 검진센터에서는 1인 검사 후 전문내시경 세척기로 매회 소독을 하기 때문에 걱정하실 필요가 없습니다.","http://sev.iseverance.com/health/health_reserve/faq/view.asp?con_no=5385&page=1&SearchField=&SearchWord=&rnum=14&orderBy=open_date DESC
"
29,"유방초음파와 유방X-선촬영 중 어떤 검사를 받아야 할까요? ","만 30세 미만의 미혼 경우는 유방초음파 검사가 기본검사에 포함되어 있으며 30세 이상은 유방 X선검사가 기본검사로 포함되어 있으며그 결과에 따라 필요한 경우 유방초음파를 추가로 받으시면 됩니다.일반적으로 유방X-만으로 유방암 진단이 가능하나 유방X-선 검사상 유방조직이 많거나(밀도가 높은 유방조직)¸ 결절(nodule)등이 보이는 경우 유방초음파가 필요합니다.이 경우 검사결과 보러 오시는 날이나¸ 따로 날짜예약을 하여 검진센터에서 추가검사 가능합니다.","http://sev.iseverance.com/health/health_reserve/faq/view.asp?con_no=5382&page=2&SearchField=&SearchWord=&rnum=17&orderBy=open_date DESC
"
30,"응급실 진료비는 어떻게 계산되나요?","
				
        응급실 내원시간을 기준으로 6시간이상 계시다 퇴원하게 되면 입원환자로 분류되어 낮병동 입원료(기준병실료와동일)가 발생되나¸ 총 급여비용의 20%만 본인 부담하시면 됩니다. 6시간이내에 퇴원하게 되면 외래환자로 분류되어응급실 입원료는 발생되지 않으나¸ 총 급여비용의 50%는 본인이 부담하시게 됩니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3225&page=1&SearchField=&SearchWord=&rnum=15&orderBy=open_date DESC또는
"
31,"응급실로 가면 빨리 입원할 수 있나요?","
				
        응급실은 응급치료가 필요한 환자가 내원하는 진료실이며¸ 응급환자를 우선적으로 치료 및 입원해야 하므로¸ 입원을 목적으로 응급실로 내원할 경우 외래로 내원하는 경우에 비해 오히려 입원 및 치료가 지연되며¸ 또한 응급의료에관한 법률 시행규칙' 제2조의 응급환자에 해당되지 않을 경우에는 보건복지부 고시 제2000-12호에 의거 응급의료관리료를 환자 본인이 전액 부담하셔야 합니다. 따라서 응급환자가 아닌 경우에는 먼저 외래진료를 받으시기 바랍니다.","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3216&page=2&SearchField=&SearchWord=&rnum=22&orderBy=open_date DESC또는
"
32,"의무기록 사본 발급은 어떻게 하나요 ?의무기록 사본 발급 안내","
				
        의무기록 사본 발급 안내
사본발급 신청 시 필요한 서류 --- 신청인에 따라 구비서류가 다릅니다.

    환자 본인이 신청하는 경우
    
        사본발급신청서(본원 양식)
        신청자의 신분증(주민등록증 혹은 운전면허증)
    
    
    환자의 배우자¸ 직계존비속(조부모¸부모¸자손¸증손)¸ 배우자의 직계존속(시부모¸ 장인¸ 장모)이 신청하는 경우
    
        사본발급신청서(본원 양식)
        신청자의 신분증(주민등록증 혹은 운전면허증)
        환자와의 관계를 입증하는 서류(주민등록초본¸ 호적초본 등)
    
    
    며느리¸ 사위¸ 형제자매¸ 친구¸ 친척¸ 보험회사 등이 신청하는 경우
    
        사본발급신청서(본원 양식)
        환자로부터의 위임장 
        * 위임장은 다음과 같이 작성하셔야 합니다.
        
            복사하고자 하는 기록이 발생한 날 이후에 작성한 것일 것
            “의무기록의 사본발급 신청을 위임함”이라는 내용이 들어갈 것
            환자의 인감도장을 찍을 것
        
        
        환자의 인감증명
        신청인의 신분증(주민등록증 혹은 운전면허증)
    
    

사본발급 절차
주치의사의 진료일에 외래진료 예약 혹은 당일 접수를 한 후¸ 주치의사를 만나 논의 후 신청서를 작성하시고 구비서류를 제출하십시오. 입원중인 경우는 퇴원 하루¸ 이틀 전에 담당 간호사에게 말씀하십시오.
사본발급 증명료
1장에서 5장까지는 장당 800원¸ 그 이후 1장 추가 시 200원으로 산정됩니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=2630&page=2&SearchField=&SearchWord=&rnum=29&orderBy=open_date DESC또는
"
33,"일일입원실은 무엇인가요?","
				
        이비인후과¸ 성형외과¸ 소화기내과 환자 중 하루동안 입원하여 수술이나 항암치료를 받으실 분이 이용하는 입원실을 말합니다.
일일입원 대상인지 여부는 담당 주치의와 상의하시면 됩니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3220&page=2&SearchField=&SearchWord=&rnum=18&orderBy=open_date DESC또는
"
34,"입원 수속할 때 필요한 서류는 무엇이 있습니까?","
				
        건강보험증(의료급여증)¸ 진찰권¸ 입원약정서 및 입원생활 중 필요한 개인사물 을 준비하시면 됩니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3211&page=2&SearchField=&SearchWord=&rnum=27&orderBy=open_date DESC또는
"
35,"입원약정서에 있는 연대보증인란은 반드시 작성하여야 하나요? ","
				
        연대보증인란을 작성하셔야 입원수속이 가능합니다.
다만¸ 1일 입원실 등은 환자 및 보호자의 자택소유 여부¸ 예상입원기간 및 진료비 등을 고려하고 있으므로 입원수속창구에서 안내를 받으시면 됩니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3213&page=2&SearchField=&SearchWord=&rnum=26&orderBy=open_date DESC또는
"
36,"입원연락을 받았지만 개인사정으로 연기를 하고 싶은데 어떻게 해야 하나요?","
				
        내과계 환자는 원무과 담당자(02-2228-7000)에게 연락하여 연기 요청을 하시고 입원가능한 날을 다시 상의하신 후 입원하실 수 있으며¸ 외과계 환자는 해당 진료과에 연기를 요청하시면¸ 진료과에서 수술일정을 조정한 후 연락을 드립니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3215&page=2&SearchField=&SearchWord=&rnum=23&orderBy=open_date DESC또는
"
37,"입원은 언제쯤 가능한지요?","
				
        내과계열 은 2인 병실을 신청할 경우에는 입원예약을 하고 정해진 예약일에 입원하실 수 있으며¸ 다인실을 신청한 경우는 먼저 신청하여 대기하시는 분이 많을 경우 다소 기다리실 수 있으며¸ 외과계열 은 수술일정에 따라 입원일이 정해집니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3214&page=2&SearchField=&SearchWord=&rnum=24&orderBy=open_date DESC또는
"
38,"입퇴원결정서를 제출하지 못했는데 어떻게 해야 되나요?","
				
        입퇴원결정서를 FAX(입원원무과 02-393-1633) 로 보내주시면 처리해 드립니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3212&page=2&SearchField=&SearchWord=&rnum=25&orderBy=open_date DESC또는
"
39,"입퇴원확인서는 어디에서 발급받을 수 있나요? ","
				
        입원원무과에서 발급하고 있으며¸ 퇴원 당일 1통은 무료로 발급하여 드리고¸ 추가 1통당 1¸000원의 수수료가 부과됩니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3237&page=1&SearchField=&SearchWord=&rnum=5&orderBy=open_date DESC또는
"
40,"장애검진 절차 안내","
				
        장애가 있으신 분으로 장애검진을 받고자 하시면
사진 2매를 첨부하여 관할 읍면동사무소에 장애인등록신청 →읍면동에서 장애진단의뢰서 발급 →장애진단의료기관을 방문하여 장애진단 실시 → 장애진단서 읍면동사무소에 송부 →읍면동사무소에서 검토 → 장애인복지카드 교부의 절차에 의해 진행됩니다.
장애진단과 관련된 자세한 내용이 필요하신 분께서는 보건복지부 홈페이지를 방문하여 주시기 바랍니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=6331&page=1&SearchField=&SearchWord=&rnum=2&orderBy=open_date DESC또는
"
41,"종합검진에 대장검사도 포함되나요? ","아닙니다. 대장검사는 선택검사이며 대장내시경으로 실시합니다.대장내시경은 최근 현저하게 증가하고 있는 대장 질환(용종¸ 암¸ 염증 등)을 초기에 진단하기 위해 기존의 대장조영술보다 정확도가 높고 이상이 있는 경우 바로 조직 검사를 할 수 있는 검사입니다.대장내시경 검사를 위해서는 검사날짜와 시간을 예약하고 검사 준비에 대한 설명을 들으셔야 하므로 저희 콜센터(☏1588-7757)로 문의하여 주시기 바랍니다.","http://sev.iseverance.com/health/health_reserve/faq/view.asp?con_no=45261&page=1&SearchField=&SearchWord=&rnum=2&orderBy=open_date DESC
"
42,"종합검진을 받는데 소요시간은 얼마나 되나요? ","종합검진은 평균 3시간 정도 소요됩니다.여자분이 남자분보다 30분에서 1시간이상 더 소요됩니다.아침 07:30분부터 검사가 시작되며 오전09:30분 이전까지 도착하십시오.","http://sev.iseverance.com/health/health_reserve/faq/view.asp?con_no=5390&page=1&SearchField=&SearchWord=&rnum=9&orderBy=open_date DESC
"
43,"주말이나 휴일에 검진을 받을 수 있나요? ","현재 검진센터에서는 검진을 실시하고 있지 않습니다.","http://sev.iseverance.com/health/health_reserve/faq/view.asp?con_no=5389&page=1&SearchField=&SearchWord=&rnum=10&orderBy=open_date DESC
"
44,"중간진료비는 언제 납부해야 하나요?","
				
        입원하신 날로부터 일주일에 한번씩 중간진료비계산서를 병실로 배부해 드리고 있으며¸ 계산서를 받은날로부터 2일이내에 납부하시면 됩니다.

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=3227&page=1&SearchField=&SearchWord=&rnum=14&orderBy=open_date DESC또는
"
45,"진단서 발급에 대해 자세히 알려주세요진단서¸ 의무기록사본 발급 절차 안내","
				
        진단서¸ 의무기록사본 발급 절차 안내
진단서란 무엇입니까 ?
“진단서는 의사가 다른 사람을 진찰 또는 검사한 결과를 종합하여 생명이나 건강의 상태를 증명하기 위하여 작성한 의학적 판단서”입니다.
진단서 발급 절차

    외래환자: 주치의사의 진료일에 맞춰 진료 접수 후 진료실에서 주치의사에게 신청하십시오.
    입원환자: 퇴원 하시기 하루나 이틀 전에 담당 간호사에게 신청하십시오.

진단서 종류 및 유의사항

    일반진단서: 특정 양식을 요구하지 않는 경우 발급되는 진단서입니다.(수수료 10¸000원)
    병사용진단서: 반명함판 사진 2장과 신분증(주민등록증 혹은 운전면허증)을 지참하시어 본인 여부를 확인하여야 합니다.(수수료 15¸000원)
    사망진단서: 개인의 사망을 증명하는 문서로서 유가족은 의료진에게 환자의 성명¸ 성별¸ 주민등록번호¸ 본적¸ 주소지를 정확히 알려 주어야 합니다. (수수료10¸000원)
    출생증명서: 본원 출생의 경우 1부 무료 발급합니다.
    장애진단서: 질병이나 사고로 인한 장애 등급과 노동능력 상실율을 판단하여 작성되는 진단서입니다.(수수료 150¸000 원)
    장애검진서: 장애인등록증을 발급 받기 위하여 필요한 진단서입니다. 관할 읍¸ 면¸ 동사무 소에서 발급하는 장애검진의뢰서와 장애검진서 양식(총3장)을 지참하시어 외래 진료 접수 후 주치의사에게 신청하십시오. (수수료 15¸000원 단¸ 정신지체 40¸000원)

진단서의 재발급
이미 발급 받은 진단서를 재발급 받고자 하는 경우에는 진단서 창구로 직접 내원하시어 신청하십시오. 발급 신청은 본인이 하는 것이 원칙이나 부득이한 사유로 대리인이 오시는 경우에는 환자¸ 보호자와의 관계를 입증할 수 있는 서류(주민등록등본¸ 건강보험증¸ 위임장과 인감증명 등)를 지참하셔야 합니다. (수수료 1¸000원)

			","http://sev.iseverance.com/customer/faq/hopital_faq/view.asp?con_no=2505&page=2&SearchField=&SearchWord=&rnum=30&orderBy=open_date DESC또는
"
